D:\datasets\UCF-Crime\videos\Fighting\Fighting045_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting046_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting047_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting048_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting049_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting050_x264.mp4 3
D:\datasets\UCF-Crime\videos\Fighting\Fighting051_x264.mp4 3
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_317_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_345_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_352_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_360_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_365_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_401_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_417_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_439_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_452_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_453_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_478_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_576_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_597_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_603_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_606_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_621_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_634_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_641_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_656_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_696_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_704_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_722_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_745_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_758_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_781_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_798_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_801_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_828_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_831_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_877_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_881_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_885_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_892_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_905_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_912_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_913_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_914_x264.mp4 0
D:\datasets\UCF-Crime\videos\Normal_Videos_event\Normal_Videos_929_x264.mp4 0
D:\datasets\UCF-Crime\videos\Robbery\Robbery013_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery014_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery015_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery016_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery017_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery018_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery019_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery020_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery021_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery022_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery023_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery024_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery025_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery026_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery027_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery028_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery029_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery030_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery031_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery032_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery033_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery034_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery035_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery036_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery037_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery038_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery039_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery040_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery041_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery042_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery043_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery044_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery045_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery046_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery047_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery048_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery049_x264.mp4 1
D:\datasets\UCF-Crime\videos\Robbery\Robbery050_x264.mp4 1
